"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.499993070E-1,2.462436438E0,1.007958889E0,9.068038940E0,9.450338859E0
3.600014610E-1,2.173935175E0,1.036689281E0,8.996212959E0,9.313032074E0
3.703198070E-1,1.753752708E0,1.035492182E0,8.781931877E0,9.014999729E0
3.800568460E-1,1.307234168E0,9.983820915E-1,8.282740593E0,8.444490494E0
3.901018840E-1,8.942343593E-1,9.241618514E-1,7.864952564E0,7.969392013E0
4.000021530E-1,4.860229492E-1,9.516952038E-1,7.501033783E0,7.576770412E0
4.101861920E-1,1.448491961E-1,1.314416766E0,6.387730122E0,6.523171685E0
4.200972300E-1,-9.576806426E-2,1.905784607E0,4.578910828E0,4.960605896E0
4.299577690E-1,-7.852981687E-1,1.582567334E0,3.393780947E0,3.826089609E0
4.399494230E-1,-1.783680320E-1,7.026981711E-1,1.328781962E0,1.513691309E0
4.499659610E-1,-2.813186944E-1,3.627215624E-1,1.725022316E0,1.785051576E0
4.602085000E-1,-3.399766386E-1,2.753331959E-1,9.708487988E-1,1.064866129E0
4.700025380E-1,-3.591302633E-1,2.250549644E-1,4.596867263E-1,6.252488860E-1
4.799753840E-1,-3.639186621E-1,1.987187415E-1,2.573766708E-1,4.880252878E-1
4.901005760E-1,-3.758896589E-1,1.975216419E-1,1.304839998E-1,4.442228145E-1
4.999577690E-1,-3.866635859E-1,1.939303428E-1,9.457096457E-2,4.427881817E-1
5.100586150E-1,-3.938461840E-1,1.975216419E-1,6.943184882E-2,4.460385603E-1
5.199435380E-1,-3.998316824E-1,1.927332431E-1,6.464344263E-2,4.485423636E-1
5.301067690E-1,-3.950432837E-1,1.747767180E-1,7.541735470E-2,4.385132547E-1
5.399903070E-1,-4.141969085E-1,1.783680320E-1,7.661445439E-2,4.574319714E-1
5.500430760E-1,-4.141969085E-1,1.771709323E-1,9.097966552E-2,4.595932090E-1
5.599316530E-1,-4.118026793E-1,1.795651317E-1,1.125274822E-1,4.631279709E-1
5.702176150E-1,-4.129997790E-1,1.783680320E-1,1.304839998E-1,4.684122613E-1
5.803214610E-1,-4.106055796E-1,1.843535304E-1,1.663970202E-1,4.798657464E-1
5.902772690E-1,-4.141969085E-1,1.759738177E-1,2.023100406E-1,4.934118118E-1
6.002194610E-1,-4.082113802E-1,1.771709323E-1,2.226607651E-1,4.975981175E-1
6.100085380E-1,-4.034229815E-1,1.651999205E-1,2.561795712E-1,5.056373092E-1
6.200452300E-1,-4.010287821E-1,1.687912196E-1,2.801215947E-1,5.174772147E-1
6.302458070E-1,-3.914519846E-1,1.711854190E-1,3.028665185E-1,5.237052911E-1
6.401335380E-1,-3.926490843E-1,1.568202078E-1,3.327940404E-1,5.380685406E-1
6.500934990E-1,-3.854664862E-1,1.508347094E-1,3.531447649E-1,5.441017796E-1
6.602532690E-1,-3.890577853E-1,1.592144072E-1,3.603273630E-1,5.536704763E-1
6.700998460E-1,-3.998316824E-1,1.568202078E-1,3.651157618E-1,5.637086760E-1
6.804083460E-1,-3.902548850E-1,1.604115069E-1,3.734954596E-1,5.634976354E-1
6.900434610E-1,-3.926490843E-1,1.675941199E-1,3.854664862E-1,5.751917110E-1
6.999860760E-1,-4.010287821E-1,1.651999205E-1,4.010287821E-1,5.907107430E-1
7.099445380E-1,-4.118026793E-1,1.592144072E-1,4.321534038E-1,6.178084157E-1
7.199425760E-1,-3.974374831E-1,1.568202078E-1,4.704606235E-1,6.355173710E-1
7.301133460E-1,-4.034229815E-1,1.484405100E-1,4.896142483E-1,6.515418629E-1
7.401306150E-1,-3.998316824E-1,1.448491961E-1,4.991910458E-1,6.557731041E-1
7.501656150E-1,-3.950432837E-1,1.496376097E-1,5.087678432E-1,6.612830926E-1
7.600335380E-1,-3.902548850E-1,1.496376097E-1,5.135562420E-1,6.621406974E-1
7.700806530E-1,-3.986345828E-1,1.412578970E-1,5.386953950E-1,6.848766696E-1
7.800488070E-1,-3.986345828E-1,1.460463107E-1,5.578489900E-1,7.010239304E-1
7.900421150E-1,-3.914519846E-1,1.460463107E-1,5.877765417E-1,7.211417642E-1
8.000363450E-1,-3.950432837E-1,1.484405100E-1,6.153098345E-1,7.461232964E-1
8.102066920E-1,-3.962403834E-1,1.328781992E-1,6.404489279E-1,7.647469428E-1
8.200897690E-1,-3.902548850E-1,1.316810995E-1,6.691793799E-1,7.857733959E-1
8.299624220E-1,-3.962403834E-1,1.256955862E-1,7.038952708E-1,8.174805038E-1
8.402080380E-1,-3.914519846E-1,1.268926859E-1,7.182605267E-1,8.277889793E-1
8.500259220E-1,-3.854664862E-1,1.316810995E-1,7.242460251E-1,8.309371991E-1
8.600275380E-1,-3.878606856E-1,1.316810995E-1,7.481880188E-1,8.529719426E-1
8.700666920E-1,-3.902548850E-1,1.508347094E-1,7.673416734E-1,8.739926936E-1
8.800330760E-1,-3.902548850E-1,1.412578970E-1,7.876923680E-1,8.903437175E-1
8.900741530E-1,-3.950432837E-1,1.388636976E-1,8.331822157E-1,9.324885667E-1
9.002371530E-1,-3.902548850E-1,1.448491961E-1,8.667010069E-1,9.614836453E-1
9.099298070E-1,-3.926490843E-1,1.460463107E-1,9.157821536E-1,1.007055004E0
9.202556920E-1,-3.782838583E-1,1.340752989E-1,9.816226959E-1,1.060498930E0
9.300659220E-1,-3.842693865E-1,1.352723986E-1,1.017535686E0,1.096056776E0
9.400715760E-1,-3.830722570E-1,1.364694983E-1,1.055842996E0,1.131447175E0
9.500234220E-1,-3.866635859E-1,1.412578970E-1,1.092953086E0,1.167907946E0
9.603204220E-1,-3.842693865E-1,1.436520964E-1,1.120486379E0,1.193226136E0
9.700791910E-1,-3.818751574E-1,1.496376097E-1,1.222239971E0,1.289220926E0
9.802221530E-1,1.386242747E0,7.474697590E0,1.647210693E1,1.814174964E1
9.901687680E-1,-1.891778564E1,2.334825516E1,2.781583595E1,4.094806909E1
1.000203422E0,9.240421295E0,1.178306389E1,9.052476883E0,1.749780895E1
1.009995115E0,1.492784786E1,-1.368765068E1,-7.144298077E0,2.147634554E1
1.020097961E0,6.925228596E0,-1.775539970E1,-4.611232281E0,1.960807163E1
1.029953115E0,2.426523447E0,-1.039442635E1,-2.980781198E-1,1.067806001E1
1.039936076E0,2.357091665E0,-4.019864559E0,2.094926536E-1,4.664662835E0
1.049931115E0,1.643619418E0,-4.836287498E-1,2.035071515E-2,1.713416386E0
1.060143576E0,8.056488633E-1,1.376665950E0,-9.576806426E-2,1.597952049E0
1.070119576E0,3.926490843E-1,2.315192938E0,-1.328781992E-1,2.352009409E0
1.080300345E0,2.106897533E-1,2.779668093E0,-8.619125932E-2,2.788973612E0
1.090110230E0,1.412578970E-1,3.021482468E0,-4.788403213E-2,3.025161645E0
1.100046307E0,1.544260085E-1,3.130418777E0,3.112462163E-2,3.134379980E0
1.110042422E0,1.292868972E0,2.780865192E0,2.965218782E0,4.265822761E0
1.120004961E0,4.267664433E0,1.987187386E0,1.160110474E1,1.251988437E1
1.129986268E0,3.295618534E0,4.104858875E0,1.798165131E1,1.873634841E1
1.140181884E0,5.770025849E-1,7.958326340E0,1.617403030E1,1.803516416E1
1.150000076E0,8.499415964E-2,1.019690514E1,1.095107841E1,1.496362980E1
1.160051730E0,6.584054828E-1,1.067574501E1,6.757634163E0,1.265190297E1
1.170211268E0,7.876923680E-1,1.008437729E1,5.109226227E0,1.133222472E1
1.180251884E0,2.669534981E-1,8.967482567E0,5.591658115E0,1.057135981E1
1.190135576E0,-2.873042040E-2,7.879317760E0,6.040570736E0,9.928392046E0
1.200137268E0,-4.429273307E-2,7.111976147E0,5.538985729E0,9.014573172E0
1.210076691E0,-4.908113554E-2,6.360196590E0,5.227739334E0,8.233089831E0
1.219989653E0,-1.113303825E-1,5.604825974E0,5.515043736E0,7.863979657E0
1.230009730E0,-2.059013397E-1,5.005078793E0,6.285976410E0,8.037829838E0
1.239953653E0,-2.741360962E-1,4.662707806E0,7.413645744E0,8.762313502E0
1.250138461E0,-1.149216816E-1,4.537012100E0,8.653841972E0,9.771727927E0
1.260271807E0,2.346317619E-1,4.574122429E0,9.975440979E0,1.097666027E1
1.269922614E0,7.445967197E-1,4.802768707E0,1.241633034E1,1.333365181E1
1.280030422E0,2.896983922E-1,4.146757126E0,9.430760384E0,1.030624865E1
1.290074960E0,1.078587890E0,-1.018732786E0,2.637213230E0,3.025898535E0
1.300070345E0,1.552639842E0,-7.140706539E0,6.354211330E0,9.683820630E0
1.309931191E0,-7.182605267E-1,-6.020220280E0,1.292270374E1,1.427428536E1
1.319912960E0,-6.919242740E-1,-1.042674899E0,1.519839191E1,1.524982121E1
1.330165960E0,3.806780577E-1,2.479195833E0,1.324352646E1,1.347895845E1
1.340272576E0,4.967968464E-1,3.397372246E0,9.362525940E0,9.972253369E0
1.350206576E0,6.703764945E-2,3.029862165E0,6.130353451E0,6.838551910E0
1.360044230E0,-2.956839204E-1,2.582146645E0,4.819528103E0,5.475651688E0
1.370226576E0,-1.316810995E-1,2.357091665E0,6.071695328E0,6.514499611E0
1.380261845E0,4.752490520E-1,2.467224836E0,9.126696587E0,9.466237407E0
1.390079614E0,7.709329724E-1,3.063380957E0,1.180461121E1,1.221996261E1
1.400368730E0,8.750807047E-1,3.082534790E0,1.112106705E1,1.157350073E1
1.409916768E0,1.109712481E0,9.014169574E-1,9.818621635E0,9.922164338E0
1.419944653E0,6.440402865E-1,-1.511938334E0,9.704896927E0,9.843056932E0
1.430037191E0,-2.789244950E-1,-1.240196466E0,9.476250648E0,9.561130294E0
1.440131307E0,-6.943184882E-2,5.494692922E-1,8.860940933E0,8.878232454E0
1.450022037E0,3.794809580E-1,1.971625090E0,8.510190010E0,8.743834702E0
1.460140268E0,5.770025849E-1,2.298433542E0,8.826224327E0,9.138816368E0
1.470170230E0,7.924807668E-1,1.736993313E0,9.607931137E0,9.795790538E0
1.480056345E0,1.028309584E0,1.211466074E0,9.774328232E0,9.902654343E0
1.489995807E0,1.043871999E0,8.164227605E-1,9.119514465E0,9.215300264E0
1.500075576E0,8.331822157E-1,4.118026793E-1,8.763975143E0,8.813117176E0
1.510233383E0,4.010287821E-1,4.836287498E-1,9.127894402E0,9.149490535E0
1.520292922E0,2.214636505E-1,1.225831270E0,9.350554466E0,9.433163694E0
1.530040576E0,1.687912196E-1,2.031480074E0,9.345766068E0,9.565497643E0
1.540295230E0,1.508347094E-1,2.269703150E0,9.445125580E0,9.715178882E0
1.550015730E0,1.699883193E-1,1.831564307E0,9.707290649E0,9.880031153E0
1.560188345E0,3.387795389E-1,1.157596469E0,9.844957352E0,9.918567760E0
1.570000768E0,4.357447028E-1,5.889736414E-1,9.910798073E0,9.937840904E0
1.580252806E0,4.572925270E-1,4.201824069E-1,9.797073364E0,9.816736536E0
1.590204306E0,4.967968464E-1,6.895300746E-1,9.290699959E0,9.329488976E0
1.600326845E0,5.374982953E-1,1.098938584E0,8.882488251E0,8.966335258E0
1.610046730E0,5.231330991E-1,1.410184860E0,9.029731750E0,9.154143601E0
1.620217883E0,5.853823423E-1,1.499967337E0,9.376891136E0,9.514129591E0
1.630063614E0,6.572083831E-1,1.450886250E0,9.478644371E0,9.611539569E0
1.640029229E0,5.554547906E-1,1.504755735E0,9.558850288E0,9.692493935E0
1.650331768E0,3.794809580E-1,1.559822440E0,9.783905029E0,9.914728915E0
1.660279191E0,2.382230759E-1,1.526303530E0,9.858125687E0,9.978426467E0
1.669932037E0,1.699883193E-1,1.399410844E0,9.605537415E0,9.708429109E0
1.680343653E0,1.843535304E-1,1.185129881E0,9.253589630E0,9.330993522E0
1.690079537E0,2.873041928E-1,8.834604025E-1,9.009381294E0,9.057151720E0
1.700005768E0,4.668693244E-1,7.110779285E-1,8.884882927E0,8.925510821E0
1.709953653E0,5.889736414E-1,8.846575022E-1,9.077615738E0,9.139617953E0
1.720105883E0,6.380547285E-1,1.143231273E0,9.597157478E0,9.686047865E0
1.729915768E0,6.739677787E-1,1.385045648E0,1.000536919E1,1.012324042E1
1.739929268E0,6.117185354E-1,1.537077546E0,1.008198357E1,1.021680966E1
1.750152691E0,4.225766063E-1,1.540668845E0,9.914389610E0,1.004227827E1
1.760049499E0,1.735796183E-1,1.401805043E0,9.566033363E0,9.669756024E0
1.769966037E0,1.436521020E-2,1.289277673E0,9.151836395E0,9.242215789E0
1.779898345E0,3.591302410E-2,1.262941360E0,8.878896713E0,8.968339728E0
1.789907845E0,2.286462635E-1,1.283292055E0,8.995016098E0,9.088973111E0
1.800059229E0,4.728548229E-1,1.308431268E0,9.393650055E0,9.496117387E0
1.810211076E0,6.236895323E-1,1.238999367E0,9.864110947E0,9.961164231E0
1.820115999E0,6.871358752E-1,1.127668977E0,1.009515190E1,1.018115342E1
1.830332691E0,7.015010715E-1,1.103726983E0,9.956287384E0,1.004181136E1
1.839981383E0,7.146692276E-1,1.247379065E0,9.562441826E0,9.669901773E0
1.850161691E0,6.775590777E-1,1.487996340E0,9.233239174E0,9.376882481E0
1.860105422E0,5.650315881E-1,1.640028119E0,9.157821655E0,9.320657187E0
1.870182152E0,4.165911078E-1,1.578976035E0,9.205705643E0,9.349424038E0
1.880243229E0,2.334346622E-1,1.406593442E0,9.285911560E0,9.394740569E0
1.890066691E0,8.140286058E-2,1.221042871E0,9.467870712E0,9.546630188E0
1.900239345E0,7.900865376E-2,1.113303781E0,9.695320129E0,9.759350393E0
1.910227845E0,1.927332431E-1,1.138442874E0,9.920374870E0,9.987343783E0
1.919958537E0,3.603273630E-1,1.262941360E0,9.958682060E0,1.004490941E1
1.929941883E0,6.296750307E-1,1.363497853E0,9.740809441E0,9.855911201E0
1.939963922E0,9.157821536E-1,1.553836942E0,9.312247276E0,9.485305242E0
1.949926229E0,7.015010715E-1,1.510741234E0,9.125499725E0,9.276270159E0
1.959997768E0,5.171475410E-1,1.329979062E0,9.078812599E0,9.190273342E0
1.969910152E0,4.644751251E-1,1.388636947E0,9.017760277E0,9.135866140E0
1.980039845E0,2.035071403E-1,1.363497853E0,9.443928719E0,9.544020704E0
1.990062422E0,9.816227108E-2,1.119289279E0,9.890447617E0,9.954064415E0
1.999994191E0,1.316810995E-1,1.001973391E0,9.860519409E0,9.912170984E0
2.009983191E0,1.304839998E-1,1.000776291E0,9.583989143E0,9.636982264E0
2.020125075E0,1.460463107E-1,9.540894032E-1,9.303867340E0,9.353799420E0
2.029954114E0,2.118868530E-1,9.900023937E-1,9.089587212E0,9.145796655E0
2.039982345E0,3.172317147E-1,1.170764685E0,9.091980934E0,9.172537447E0
2.050190883E0,4.668693244E-1,1.264138460E0,9.290699959E0,9.387924091E0
2.060136806E0,5.698199868E-1,1.278503656E0,9.540893555E0,9.643024227E0
2.070068768E0,5.482721925E-1,1.302445769E0,9.597157478E0,9.700639105E0
2.079939806E0,4.716577232E-1,1.288080573E0,9.459490776E0,9.558429699E0
2.090055960E0,2.992752194E-1,1.294066072E0,9.392453194E0,9.485902680E0
2.100202229E0,2.082955539E-1,1.231816769E0,9.448717117E0,9.530950359E0
2.110043691E0,1.855506301E-1,1.169567585E0,9.513360023E0,9.586779246E0
2.119898575E0,1.819593310E-1,1.171961784E0,9.475052834E0,9.548991037E0
2.129900691E0,1.663970202E-1,1.167173386E0,9.427168846E0,9.500604935E0
2.140049345E0,1.436520964E-1,1.162384868E0,9.457097054E0,9.529347259E0
2.150269768E0,1.711854190E-1,1.205480576E0,9.434351921E0,9.512596072E0
2.160022306E0,3.028665185E-1,1.228225470E0,9.373299599E0,9.458277396E0
2.169980998E0,4.082113802E-1,1.221042871E0,9.392453194E0,9.480282655E0
2.180031460E0,4.896142483E-1,1.167173386E0,9.442731857E0,9.527182204E0
2.190200075E0,4.357447028E-1,1.113303781E0,9.460687637E0,9.535928341E0
2.200514421E0,2.597708702E-1,1.071405292E0,9.464279175E0,9.528272168E0
2.209909460E0,1.460463107E-1,1.022324085E0,9.385271072E0,9.441916604E0
2.220226075E0,6.105214357E-2,1.009155989E0,9.338583946E0,9.393150339E0
2.229982652E0,5.746084079E-2,1.023521185E0,9.403226852E0,9.458941410E0
2.239909883E0,1.448491961E-1,1.054645896E0,9.575610161E0,9.634602701E0
2.250102652E0,2.190694511E-1,1.124077678E0,9.695320129E0,9.762723721E0
2.260022691E0,2.693476975E-1,1.174355984E0,9.660603523E0,9.735446605E0
2.269916998E0,2.561795712E-1,1.206677675E0,9.509769440E0,9.589442830E0
2.280141729E0,2.477998734E-1,1.213860273E0,9.394847870E0,9.476182145E0
2.289941537E0,2.477998734E-1,1.217451572E0,9.356540680E0,9.438667629E0
2.299991767E0,2.082955539E-1,1.187524080E0,9.394847870E0,9.471893526E0
2.310173575E0,1.843535304E-1,1.143231273E0,9.471462250E0,9.541989369E0
2.320064383E0,1.400607973E-1,1.104924083E0,9.515754700E0,9.580713009E0
2.330121614E0,1.448491961E-1,1.071405292E0,9.672574997E0,9.732810368E0
2.340167614E0,3.687070608E-1,1.377863050E0,1.046505547E1,1.056181033E1
2.350375998E0,4.477157295E-1,1.489193439E0,9.943120003E0,1.006398439E1
2.360069037E0,2.621650994E-1,1.221042871E0,8.695740700E0,8.784963435E0
2.370013883E0,-1.915361360E-2,8.331822157E-1,8.682572365E0,8.722477993E0
2.379965114E0,-3.471592441E-2,6.548141837E-1,9.299078941E0,9.322170132E0
2.389966998E0,6.943184882E-2,7.805097699E-1,9.144653320E0,9.178164339E0
2.399947229E0,4.788403213E-2,6.811503768E-1,9.078812599E0,9.104454785E0
2.410842921E0,-5.506663769E-2,4.620809257E-1,8.991424561E0,9.003458599E0
2.420119844E0,-5.386953801E-2,9.409212470E-1,9.155426979E0,9.203807793E0
2.429976537E0,6.703764945E-2,1.414973259E0,9.871294022E0,9.972416409E0
2.440523575E0,2.154781520E-1,1.417367458E0,1.048660374E1,1.058414944E1
2.450120344E0,2.573766708E-1,1.290474772E0,1.016338634E1,1.024821886E1
