"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.464731370E-1,-3.830722570E-1,1.532289088E-1,9.792284966E0,9.800972824E0
7.564831280E-1,-2.633621991E-1,1.819593310E-1,9.916783333E0,9.921948423E0
7.664281230E-1,-1.580173075E-1,1.723825186E-1,9.950302124E0,9.953049661E0
7.765261210E-1,-1.005564705E-1,1.580173075E-1,9.840168953E0,9.841951336E0
7.864386200E-1,-1.436520964E-1,1.628057212E-1,9.806650162E0,9.809053421E0
7.965158690E-1,-1.388636976E-1,1.101332754E-1,9.730035782E0,9.731649849E0
8.066044940E-1,-1.101332754E-1,1.388636976E-1,9.667786598E0,9.669411056E0
8.164828060E-1,-1.867477298E-1,2.059013397E-1,9.763554573E0,9.767510838E0
8.265779620E-1,-2.059013397E-1,1.628057212E-1,9.926360130E0,9.929830135E0
8.365815400E-1,-2.154781520E-1,8.140286058E-2,9.931148529E0,9.933819425E0
8.466258290E-1,-2.729389966E-1,1.436520964E-1,9.950302124E0,9.955081315E0
8.567269740E-1,-3.112462163E-1,2.585737705E-1,9.959878922E0,9.968095241E0
8.666280460E-1,-2.250549644E-1,1.915361285E-1,9.883264542E0,9.887681924E0
8.764735820E-1,-1.771709323E-1,1.628057212E-1,9.902418137E0,9.905340993E0
8.866208500E-1,-2.154781520E-1,2.394201756E-1,9.911994934E0,9.917227255E0
8.966784840E-1,-3.064578176E-1,2.729389966E-1,9.998186111E0,1.000660470E1
9.067978010E-1,-2.250549644E-1,2.011129409E-1,9.916783333E0,9.921375299E0
9.165764600E-1,-1.244984865E-1,1.723825186E-1,9.811438560E0,9.813742519E0
9.264817890E-1,-7.182604820E-2,2.250549644E-1,9.773131371E0,9.775986165E0
9.363919540E-1,-4.788403399E-3,2.298433632E-1,9.763554573E0,9.766260738E0
9.463870360E-1,-4.788403399E-3,2.059013397E-1,9.801861763E0,9.804025312E0
9.565445770E-1,-9.576806799E-3,1.915361285E-1,9.739612579E0,9.741500449E0
9.664193480E-1,-9.576806799E-3,2.585737705E-1,9.744400978E0,9.747835787E0
9.764737330E-1,-1.244984865E-1,2.777273953E-1,9.830592155E0,9.835302461E0
9.865404260E-1,-2.011129409E-1,2.537853718E-1,9.859322548E0,9.864638591E0
9.964157720E-1,-1.771709323E-1,2.298433632E-1,9.825803757E0,9.830088350E0
1.006470445E0,-1.532289088E-1,2.250549644E-1,9.749189377E0,9.752990431E0
1.016586782E0,-2.250549644E-1,2.968810201E-1,9.686940193E0,9.694101216E0
1.026439450E0,-9.576806426E-2,2.681505978E-1,9.658209801E0,9.662406161E0
1.036592784E0,-2.154781520E-1,2.729389966E-1,9.686940193E0,9.693179914E0
1.046698951E0,-2.729389966E-1,3.016694188E-1,9.734824181E0,9.743320890E0
1.056547035E0,-3.303998411E-1,3.160346150E-1,9.830592155E0,9.841218627E0
1.066561077E0,-2.825157940E-1,3.351882398E-1,9.806650162E0,9.816443028E0
1.076596098E0,-1.197100878E-1,3.303998411E-1,9.768342972E0,9.774662090E0
1.086495108E0,-6.703764945E-2,2.968810201E-1,9.787496567E0,9.792227603E0
1.096455613E0,-1.340752989E-1,2.777273953E-1,9.730035782E0,9.734921931E0
1.106507366E0,-1.915361285E-1,3.256114423E-1,9.753977776E0,9.761290455E0
1.116429242E0,-3.303998411E-1,3.447650373E-1,9.888052940E0,9.899576654E0
1.126527680E0,-5.554547906E-1,3.399766386E-1,9.950302124E0,9.971590971E0
1.137155899E0,-5.171475410E-1,3.351882398E-1,1.004607010E1,1.006495490E1
1.146728009E0,-3.112462163E-1,3.591302633E-1,1.005085850E1,1.006208752E1
1.156627564E0,-2.298433632E-1,3.256114423E-1,1.000297451E1,1.001091154E1
1.166515841E0,-2.106897533E-1,3.303998411E-1,9.950302124E0,9.958015193E0
1.176419480E0,-1.436520964E-1,2.106897533E-1,9.892841339E0,9.896127316E0
1.186371299E0,-2.442085743E-1,3.543418646E-1,9.758766174E0,9.768250264E0
1.196408209E0,-1.867477298E-1,3.208230138E-1,9.710882187E0,9.717974839E0
1.206416664E0,-2.154781520E-1,2.442085743E-1,9.868899345E0,9.874271768E0
1.216484891E0,-3.974374831E-1,2.154781520E-1,9.964667320E0,9.974917653E0
1.226479505E0,-3.303998411E-1,2.825157940E-1,9.811438560E0,9.821064395E0
1.236448812E0,-1.532289088E-1,2.825157940E-1,9.734824181E0,9.740128136E0
1.246380965E0,-2.825157940E-1,2.777273953E-1,9.710882187E0,9.718959848E0
1.256334542E0,-3.208230138E-1,2.729389966E-1,9.677363396E0,9.686525971E0
1.266318830E0,-2.873041928E-1,1.963245422E-1,9.749189377E0,9.755397508E0
1.276341974E0,-2.059013397E-1,2.442085743E-1,9.801861763E0,9.807065168E0
1.286305546E0,-2.873042040E-2,2.298433632E-1,9.739612579E0,9.742366581E0
1.296319832E0,2.873041928E-1,5.746084079E-2,9.409213066E0,9.413773737E0
1.306396475E0,4.596867263E-1,-1.819593310E-1,8.221688271E0,8.236539267E0
1.316369797E0,-3.303998411E-1,-7.469909191E-1,5.717353821E0,5.775404246E0
1.326448458E0,-1.618480325E0,-1.244984865E0,2.245761156E0,3.035277425E0
1.336420788E0,9.576806799E-3,-1.853112102E0,6.464344859E-1,1.962649668E0
1.347059953E0,3.399766445E0,-2.202665567E0,-8.140285611E-1,4.131923279E0
1.356709036E0,-4.070142806E-1,-1.340752989E-1,1.484405100E-1,4.535100830E-1
1.366491577E0,-3.974374831E-1,-1.532289088E-1,1.819593310E-1,4.631898634E-1
1.376381848E0,-4.118026793E-1,-1.484405100E-1,1.723825186E-1,4.704590996E-1
1.386390483E0,-3.974374831E-1,-1.340752989E-1,1.628057212E-1,4.499315965E-1
1.396361301E0,-3.974374831E-1,-1.675941199E-1,2.059013397E-1,4.779536627E-1
1.406381710E0,-4.022258818E-1,-1.532289088E-1,2.059013397E-1,4.771374227E-1
1.416368414E0,-4.213795066E-1,-1.484405100E-1,2.059013397E-1,4.919254367E-1
1.426360766E0,-4.022258818E-1,-1.580173075E-1,2.250549644E-1,4.872421025E-1
1.436298942E0,-3.974374831E-1,-1.388636976E-1,2.489969730E-1,4.891208154E-1
1.446303030E0,-4.070142806E-1,-1.388636976E-1,2.585737705E-1,5.018009027E-1
1.456352074E0,-3.734954596E-1,-1.484405100E-1,2.920926213E-1,4.968415671E-1
1.466328096E0,-4.118026793E-1,-1.292868853E-1,2.729389966E-1,5.106782169E-1
1.476648107E0,-4.118026793E-1,-1.532289088E-1,2.968810201E-1,5.302818922E-1
1.486529613E0,-4.118026793E-1,-1.628057212E-1,3.064578176E-1,5.385197707E-1
1.496882866E0,-4.070142806E-1,-1.484405100E-1,3.351882398E-1,5.477648818E-1
1.506591492E0,-3.878606856E-1,-1.532289088E-1,3.351882398E-1,5.350384715E-1
1.516753805E0,-4.070142806E-1,-1.580173075E-1,4.070142806E-1,5.969009287E-1
1.527271462E0,-4.165911078E-1,-1.340752989E-1,4.261679053E-1,6.108546639E-1
1.536800790E0,-3.878606856E-1,-1.388636976E-1,4.453215301E-1,6.066550116E-1
1.546746954E0,-3.878606856E-1,-1.436520964E-1,4.596867263E-1,6.183718320E-1
1.556615036E0,-3.974374831E-1,-1.436520964E-1,4.644751251E-1,6.279567020E-1
1.566475577E0,-4.022258818E-1,-1.484405100E-1,4.884171486E-1,6.499011895E-1
1.576781848E0,-3.782838583E-1,-1.771709323E-1,5.075707436E-1,6.573555175E-1
1.586696483E0,-4.022258818E-1,-1.532289088E-1,5.363011956E-1,6.876654208E-1
1.596505301E0,-3.830722570E-1,-1.723825186E-1,5.698199868E-1,7.079229508E-1
1.606645210E0,-4.118026793E-1,-1.484405100E-1,5.937620401E-1,7.376783798E-1
1.616625664E0,-4.213795066E-1,-1.388636976E-1,6.081272364E-1,7.527699188E-1
1.626472891E0,-3.926490843E-1,-1.723825186E-1,6.272808313E-1,7.598488518E-1
1.636582005E0,-3.830722570E-1,-1.484405100E-1,6.847416759E-1,7.985299630E-1
1.646602062E0,-3.974374831E-1,-1.436520964E-1,7.326257229E-1,8.457735676E-1
1.656460090E0,-3.878606856E-1,-1.484405100E-1,7.709329724E-1,8.756758215E-1
1.667748104E0,-3.734954596E-1,-1.340752989E-1,8.810662031E-1,9.663088007E-1
1.677338111E0,-3.687070608E-1,-1.340752989E-1,1.144428372E0,1.209808820E0
1.686807615E0,-3.734954596E-1,-1.340752989E-1,2.353979111E1,2.354313574E1
1.696693867E0,-1.213860226E1,5.698199868E-1,3.918829346E1,4.102916894E1
1.706625493E0,-1.004607010E1,5.693411827E0,3.918829346E1,4.085414063E1
1.716506806E0,3.626736832E1,1.900517273E1,3.918829346E1,5.667663486E1
1.726589962E0,2.260126352E0,9.969455719E0,3.040636253E1,3.207873285E1
1.736426040E0,-3.198653460E0,2.284068346E0,7.714118004E0,8.657711519E0
1.746355579E0,-2.365471363E0,-1.656787634E0,-1.422155857E0,3.219150092E0
1.756359849E0,-1.867477298E0,-9.672574997E-1,5.506663918E-1,2.174003681E0
1.766320484E0,-9.911994934E-1,-7.948749661E-1,4.596867263E-1,1.351153039E0
1.776296301E0,-5.363011956E-1,-6.129156351E-1,2.825157940E-1,8.620323208E-1
1.786344710E0,-3.687070608E-1,-4.644751251E-1,1.436520964E-1,6.101786323E-1
1.796359414E0,-3.830722570E-1,-4.261679053E-1,1.197100878E-1,5.854006686E-1
1.806455766E0,-3.830722570E-1,-4.261679053E-1,1.101332754E-1,5.835175884E-1
1.816530442E0,-3.974374831E-1,-4.979939461E-1,3.399766386E-1,7.221763206E-1
1.826574780E0,-4.884171486E-1,-5.315127969E-1,3.351882398E-1,7.958695373E-1
1.836480949E0,-4.884171486E-1,-5.458779931E-1,3.734954596E-1,8.222122309E-1
1.846589034E0,-5.841852427E-1,-7.805097699E-1,1.244984865E0,1.581282775E0
1.856605076E0,-4.979939461E-1,-9.768342972E-1,4.386177540E0,4.521145499E0
1.866469597E0,-1.915361285E-1,-1.675941229E0,7.479485989E0,7.667344765E0
1.876681858E0,-1.963245422E-1,-3.289633036E0,1.519360352E1,1.554689090E1
1.886720488E0,-9.097966552E-1,-4.017470360E0,1.658224106E1,1.708620837E1
1.896537803E0,-3.734954596E-1,-6.387730122E0,1.686954498E1,1.804228763E1
1.906646961E0,1.398213744E0,-9.696516991E0,1.541387081E1,1.826375801E1
1.916558540E0,3.112462282E0,-9.600749016E0,1.316810894E1,1.659098840E1
1.926435829E0,2.844311714E0,-7.331045628E0,1.264617348E1,1.489160981E1
1.936456474E0,5.075707436E-1,-4.309563160E0,9.706093788E0,1.063194335E1
1.946365296E0,-2.126051188E0,1.115697980E0,-4.070142746E0,4.725562147E0
1.956324207E0,-2.489969730E-1,1.232535076E1,-8.451532364E0,1.494672774E1
1.966414663E0,2.082955360E0,5.458779812E0,2.711672783E1,2.773903221E1
1.976554391E0,3.490746021E0,3.706224203E0,2.964021683E1,3.007430563E1
1.986478755E0,2.102109194E0,3.639186621E-1,1.680250740E1,1.693740106E1
1.996572437E0,7.661445141E-1,-1.766920805E0,9.313444138E0,9.510479917E0
2.006512278E0,1.010353088E0,-1.977610588E0,5.832275391E0,6.240768641E0
2.016460198E0,3.303998411E-1,-9.720458984E-1,3.213018656E0,3.373058874E0
2.026619658E0,8.762778044E-1,6.895300746E-1,3.945644379E0,4.100173664E0
2.036530888E0,1.493981838E0,1.934514999E0,6.191405773E0,6.656413108E0
2.047394503E0,1.474828243E0,1.599326730E0,1.130063248E1,1.150813880E1
2.056876311E0,1.364694953E0,3.256114423E-1,1.412578964E1,1.419529317E1
2.066599215E0,1.297657371E0,4.788403399E-3,1.429338455E1,1.435216985E1
2.076448667E0,1.230619669E0,6.224924326E-1,1.099417400E1,1.108033319E1
2.086389393E0,9.193734527E-1,7.757213712E-1,8.135497093E0,8.223946993E0
2.096421256E0,8.236053586E-1,4.979939461E-1,7.364564419E0,7.427188757E0
2.106374187E0,1.024718285E0,1.292868853E-1,8.355764389E0,8.419356340E0
2.116799153E0,1.316810966E0,3.591302633E-1,9.734824181E0,9.830044125E0
2.126577136E0,1.359906554E0,6.081272364E-1,1.052012253E1,1.062507142E1
2.136486627E0,1.216254473E0,6.991068721E-1,1.052491093E1,1.061799300E1
2.146377873E0,1.005564690E0,6.272808313E-1,1.017056847E1,1.023938985E1
2.156317996E0,8.906430602E-1,4.548983276E-1,9.682151794E0,9.733665338E0
2.166340557E0,1.019929886E0,3.591302633E-1,9.251194954E0,9.314174123E0
2.176519338E0,1.144428372E0,4.213795066E-1,9.155426979E0,9.236293637E0
2.186527228E0,1.154005170E0,5.410895944E-1,9.509769440E0,9.594801753E0
2.196443173E0,1.130063176E0,5.985504389E-1,9.964667320E0,1.004638742E1
2.206339146E0,1.139639974E0,5.698199868E-1,1.013226128E1,1.021206114E1
2.216494632E0,1.144428372E0,5.410895944E-1,9.916783333E0,9.997253919E0
2.226384875E0,1.144428372E0,4.884171486E-1,9.581595421E0,9.662051460E0
2.236507497E0,1.106121182E0,4.788403511E-1,9.409213066E0,9.486099445E0
2.246574808E0,1.082179189E0,5.171475410E-1,9.509769440E0,9.585106581E0
2.256428963E0,1.154005170E0,5.650315881E-1,9.730035782E0,9.814508900E0
2.266512041E0,1.201889277E0,5.506663918E-1,9.859322548E0,9.947563139E0
2.276386580E0,1.254561663E0,5.123591423E-1,9.830592155E0,9.923556771E0
2.286369349E0,1.221042871E0,5.889736414E-1,9.701305389E0,9.795568483E0
2.296536734E0,1.187524080E0,5.602431893E-1,9.562441826E0,9.652169681E0
2.306408926E0,1.187524080E0,5.363011956E-1,9.533711433E0,9.622343068E0
2.316359022E0,1.149216771E0,5.027823448E-1,9.677363396E0,9.758322170E0
2.326935570E0,1.173158884E0,5.650315881E-1,9.763554573E0,9.850003064E0
2.336727844E0,1.120486379E0,5.363011956E-1,9.777919769E0,9.856511742E0
2.346562981E0,1.125274777E0,5.554547906E-1,9.744400978E0,9.824872710E0
2.356691050E0,1.039083481E0,4.884171486E-1,9.710882187E0,9.778521291E0
2.367112584E0,1.005564690E0,4.596867263E-1,9.725247383E0,9.787896040E0
2.376804851E0,1.039083481E0,4.596867263E-1,9.734824181E0,9.800908539E0
2.386653485E0,1.091755986E0,5.171475410E-1,9.682151794E0,9.757224815E0
2.396671802E0,1.053448796E0,5.123591423E-1,9.725247383E0,9.795545055E0
2.406647960E0,1.043871999E0,5.315127969E-1,9.782708168E0,9.852591218E0
2.416488539E0,9.816226959E-1,4.644751251E-1,9.763554573E0,9.823762933E0
2.426424329E0,9.576807022E-1,4.357447028E-1,9.686940193E0,9.743912771E0
2.436369224E0,1.043871999E0,4.932055473E-1,9.677363396E0,9.745988034E0
2.446334171E0,1.278503656E0,5.219359994E-1,9.600749016E0,9.699555168E0
2.456302645E0,1.503558636E0,5.985504389E-1,9.595960617E0,9.731465016E0
2.466406382E0,1.422155857E0,6.272808313E-1,9.648633003E0,9.773030613E0
2.476665250E0,1.158793569E0,5.458779931E-1,9.758766174E0,9.842474413E0
2.486588684E0,9.337386489E-1,5.075707436E-1,9.801861763E0,9.859309811E0
2.496483901E0,9.385270476E-1,4.979939461E-1,9.734824181E0,9.792631557E0
2.506413010E0,1.120486379E0,4.884171486E-1,9.648633003E0,9.725747265E0
2.516393064E0,1.297657371E0,5.171475410E-1,9.667786598E0,9.768185806E0
2.526615091E0,1.369483352E0,5.650315881E-1,9.682151794E0,9.794835819E0
2.536486105E0,1.355118155E0,5.746083856E-1,9.677363396E0,9.788660905E0
2.546451112E0,1.177947283E0,5.506663918E-1,9.706093788E0,9.792806028E0
2.556483115E0,1.005564690E0,4.884171486E-1,9.749189377E0,9.813073176E0
2.566798617E0,9.720458984E-1,4.548983276E-1,9.739612579E0,9.798564125E0
2.576532368E0,1.106121182E0,5.171475410E-1,9.706093788E0,9.782596908E0
2.586397743E0,1.197100878E0,5.410895944E-1,9.682151794E0,9.770869553E0
2.597002931E0,1.259350061E0,5.171475410E-1,9.696516991E0,9.791621209E0
2.606679025E0,1.230619669E0,5.841852427E-1,9.667786598E0,9.763288118E0
2.616527072E0,1.144428372E0,5.363011956E-1,9.715670586E0,9.797529801E0
2.626453595E0,1.067813993E0,4.836287498E-1,9.715670586E0,9.786131944E0
2.636466857E0,1.039083481E0,4.836287498E-1,9.744400978E0,9.811571825E0
2.647023488E0,1.082179189E0,5.410895944E-1,9.701305389E0,9.776462346E0
2.656713303E0,1.182735682E0,5.315127969E-1,9.667786598E0,9.754356322E0
2.666562711E0,1.192312479E0,5.602431893E-1,9.682151794E0,9.771363510E0
2.677134915E0,1.192312479E0,5.506663918E-1,9.691728592E0,9.780309076E0
2.686944017E0,1.134851575E0,5.075707436E-1,9.715670586E0,9.794884945E0
2.696810568E0,1.000776291E0,5.698199868E-1,9.591172218E0,9.660063795E0
2.706719343E0,1.086967587E0,5.458779931E-1,9.639056206E0,9.715497201E0
2.716520731E0,1.115697980E0,4.644751251E-1,9.677363396E0,9.752532052E0
2.726614425E0,1.187524080E0,6.416460276E-1,9.093177795E0,9.192812708E0
2.736451272E0,1.144428372E0,6.129156351E-1,8.791508675E0,8.886844583E0
2.746370195E0,1.192312479E0,4.788403511E-1,9.581595421E0,9.667360960E0
2.756368157E0,1.187524080E0,2.202665508E-1,1.013226128E1,1.020399183E1
2.766346138E0,9.289502501E-1,3.543418646E-1,1.058716011E1,1.063374186E1
2.776301628E0,9.481038451E-1,6.512228847E-1,1.047223854E1,1.053521581E1
2.786278873E0,9.241618514E-1,5.650315881E-1,1.023281765E1,1.028998994E1
2.796415496E0,9.816226959E-1,3.351882398E-1,9.902418137E0,9.956596769E0
2.806367307E0,1.082179189E0,4.548983276E-1,9.557653427E0,9.629474717E0
2.816437713E0,1.096544385E0,5.841852427E-1,9.284713745E0,9.367475184E0
2.826363416E0,1.106121182E0,5.075707436E-1,9.313444138E0,9.392623373E0
2.836424267E0,1.039083481E0,4.548983276E-1,9.500192642E0,9.567668849E0
2.846594693E0,8.810662031E-1,4.644751251E-1,9.749189377E0,9.799934097E0
2.856557406E0,9.911994934E-1,5.267243981E-1,9.878476143E0,9.942042342E0
2.866448762E0,1.015141487E0,5.841852427E-1,9.921571732E0,9.990463966E0
2.876364440E0,1.005564690E0,5.458779931E-1,1.002212811E1,1.008722930E1
2.886487779E0,1.043871999E0,5.363011956E-1,9.945513725E0,1.001451601E1
2.896478449E0,1.048660398E0,5.315127969E-1,9.648633003E0,9.719995541E0
2.906415784E0,1.029506683E0,5.554547906E-1,9.442731857E0,9.514914554E0
2.916422451E0,1.015141487E0,5.746083856E-1,9.342175484E0,9.414718785E0
2.926548285E0,1.019929886E0,5.698199868E-1,9.404424667E0,9.476716473E0
2.936428202E0,1.096544385E0,5.363011956E-1,9.825803757E0,9.901335669E0
2.946483160E0,9.959878922E-1,5.793967843E-1,1.019451046E1,1.025942182E1
2.956452639E0,9.097966552E-1,5.123591423E-1,1.009395409E1,1.014781508E1
2.966437379E0,1.058237195E0,5.027823448E-1,9.672574997E0,9.743272711E0
2.976499749E0,1.063025594E0,4.932055473E-1,9.308655739E0,9.382129118E0
2.986400434E0,9.959878922E-1,4.405331016E-1,9.294290543E0,9.357878926E0
2.996405276E0,9.385270476E-1,5.123591423E-1,9.734824181E0,9.793372593E0
3.006473697E0,9.911994934E-1,5.315127969E-1,9.998186111E0,1.006124783E1
3.016554908E0,1.005564690E0,5.650315881E-1,1.001255131E1,1.007877000E1
3.026518013E0,1.110909581E0,4.740519226E-1,9.706093788E0,9.780956086E0
3.036522066E0,1.034295082E0,4.788403511E-1,9.533711433E0,9.601599247E0
3.046601592E0,9.528923035E-1,5.363011956E-1,9.442731857E0,9.505830192E0
3.056506855E0,9.959878922E-1,5.602431893E-1,9.677363396E0,9.744599869E0
3.066605987E0,1.043871999E0,4.165911078E-1,9.849745750E0,9.913662706E0
3.076713053E0,1.024718285E0,4.165911078E-1,9.859322548E0,9.921181221E0
3.086539086E0,1.005564690E0,6.368576288E-1,9.701305389E0,9.774051066E0
3.096482602E0,9.481038451E-1,6.272808313E-1,8.839392662E0,8.912196406E0
3.106408860E0,1.000776291E0,1.221042871E0,7.254431248E0,7.424235422E0
3.116367489E0,7.613561153E-1,3.303998411E-1,1.051054573E1,1.054326319E1
3.126303304E0,9.337386489E-1,1.675941199E-1,1.142034245E1,1.145967614E1
3.136449711E0,1.024718285E0,4.022258818E-1,1.124317074E1,1.129693416E1
3.146698915E0,9.911994934E-1,4.309563041E-1,1.087925243E1,1.093280994E1
3.156523017E0,1.024718285E0,2.154781520E-1,1.046745014E1,1.051969538E1
3.166447568E0,7.900865674E-1,4.836287498E-1,1.031422138E1,1.035573736E1
3.176375343E0,-4.788403213E-2,9.576807022E-1,9.485827446E0,9.534168424E0
3.186357731E0,1.326387763E0,6.512228847E-1,8.121131897E0,8.254464188E0
3.196305925E0,1.173158884E0,4.070142806E-1,8.973467827E0,9.058978266E0
3.206278022E0,8.427590132E-1,3.878606856E-1,9.816226959E0,9.859969086E0
