"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.680919930E-1,-2.298433632E-1,2.537853718E-1,9.514557838E0,9.520716667E0
6.778379840E-1,-3.064578176E-1,2.059013397E-1,9.414001465E0,9.421238525E0
6.878169950E-1,-2.394201756E-1,1.149216816E-1,9.595960617E0,9.599634846E0
6.977285590E-1,-1.915361285E-1,5.267243832E-2,9.720458984E0,9.722488536E0
7.077441850E-1,-2.873042040E-2,7.182604820E-2,9.840168953E0,9.840473029E0
7.174451230E-1,2.394201607E-2,1.244984865E-1,9.902418137E0,9.903229677E0
7.273288740E-1,3.351882473E-2,1.436520964E-1,9.710882187E0,9.712002486E0
7.371896560E-1,3.830722719E-2,1.628057212E-1,9.667786598E0,9.669233209E0
7.470793450E-1,1.053448766E-1,1.244984865E-1,9.586383820E0,9.587770969E0
7.569459600E-1,-1.436521020E-2,1.675941199E-1,9.552865028E0,9.554345838E0
7.667960650E-1,0.000000000E0,4.309562966E-2,9.442731857E0,9.442830199E0
7.765676810E-1,-8.140286058E-2,7.182604820E-2,9.351752281E0,9.352382378E0
7.864074740E-1,-1.149216816E-1,1.628057212E-1,9.356540680E0,9.358662628E0
7.963921100E-1,9.097966552E-2,2.106897533E-1,9.504981041E0,9.507751157E0
8.061578400E-1,1.963245422E-1,1.963245422E-1,9.581595421E0,9.585617219E0
8.161421120E-1,7.182604820E-2,2.106897533E-1,9.610325813E0,9.612903380E0
8.260404460E-1,1.101332754E-1,0.000000000E0,9.485827446E0,9.486466764E0
8.357887290E-1,-1.340752989E-1,3.830722719E-2,9.581595421E0,9.582610001E0
8.457731570E-1,-1.197100878E-1,-2.394201607E-2,9.581595421E0,9.582373116E0
8.560722720E-1,-5.267243832E-2,1.101332754E-1,9.581595421E0,9.582373116E0
8.655945130E-1,1.101332754E-1,2.059013397E-1,9.715670586E0,9.718476199E0
8.752380030E-1,1.915361285E-1,2.585737705E-1,9.768342972E0,9.773641640E0
8.853052440E-1,1.819593310E-1,3.256114423E-1,9.921571732E0,9.928580847E0
8.951635260E-1,2.489969730E-1,2.537853718E-1,9.935936928E0,9.942295969E0
9.050072770E-1,1.149216816E-1,1.532289088E-1,9.911994934E0,9.913845352E0
9.149054030E-1,-1.388636976E-1,2.106897533E-1,9.830592155E0,9.833830150E0
9.247188420E-1,-1.819593310E-1,2.633621991E-1,9.648633003E0,9.653941562E0
9.347073840E-1,-1.628057212E-1,2.585737705E-1,9.581595421E0,9.586466341E0
9.446080620E-1,-1.915361285E-1,2.250549644E-1,9.557653427E0,9.562221230E0
9.542092610E-1,-9.097966552E-2,1.340752989E-1,9.615114212E0,9.616479335E0
9.640856680E-1,-1.771709323E-1,1.197100878E-1,9.624691010E0,9.627065860E0
9.739716590E-1,-9.097966552E-2,2.394201607E-2,9.682151794E0,9.682608837E0
9.839786390E-1,-1.244984865E-1,-9.576806799E-3,9.672574997E0,9.673380932E0
9.936908800E-1,-7.661445439E-2,9.097966552E-2,9.792284966E0,9.793007297E0
1.003577860E0,0.000000000E0,1.197100878E-1,9.677363396E0,9.678103781E0
1.013795309E0,2.011129409E-1,2.394201756E-1,9.715670586E0,9.720700765E0
1.023469060E0,2.059013397E-1,1.771709323E-1,9.533711433E0,9.537580332E0
1.033164530E0,-1.628057212E-1,2.250549644E-1,9.471462250E0,9.475534422E0
1.043033072E0,-2.298433632E-1,1.101332754E-1,9.605537415E0,9.608918063E0
1.053076042E0,1.101332754E-1,9.576806426E-2,9.572018623E0,9.573131222E0
1.062777918E0,8.140286058E-2,1.723825186E-1,9.701305389E0,9.703178264E0
1.072840627E0,3.830722719E-2,4.118026793E-1,9.433155060E0,9.442217074E0
1.082729534E0,5.267243832E-2,4.165911078E-1,9.006986618E0,9.016769403E0
1.092381358E0,-7.661445439E-2,4.692635238E-1,8.935160637E0,8.947802727E0
1.102435474E0,-2.250549644E-1,3.399766386E-1,9.217676163E0,9.226688880E0
1.112330162E0,-2.489969730E-1,1.292868853E-1,9.437943459E0,9.442112651E0
1.122191049E0,-2.585737705E-1,6.703764945E-2,9.706093788E0,9.709768847E0
1.131896519E0,-1.244984865E-1,4.788403399E-3,9.979032516E0,9.979810257E0
1.141733186E0,-6.224924326E-2,5.267243832E-2,9.988609314E0,9.988942155E0
1.151638604E0,-1.915361360E-2,1.340752989E-1,9.749189377E0,9.750130079E0
1.161469907E0,1.436521020E-2,2.298433632E-1,9.533711433E0,9.536492438E0
1.171481887E0,-2.873042040E-2,2.968810201E-1,9.509769440E0,9.514445784E0
1.181326003E0,-4.788403399E-3,2.585737705E-1,9.495404243E0,9.498925469E0
1.191403556E0,-2.873042040E-2,1.101332754E-1,9.753977776E0,9.754641829E0
1.200948192E0,-1.963245422E-1,4.309562966E-2,9.940725327E0,9.942757192E0
1.210824756E0,-4.453215301E-1,-1.436521020E-2,9.844957352E0,9.855034393E0
1.220817621E0,-5.267243981E-1,-1.388636976E-1,9.610325813E0,9.625751085E0
1.230563195E0,-5.458779931E-1,-7.182604820E-2,9.562441826E0,9.578279357E0
1.240552727E0,-2.873041928E-1,3.351882473E-2,9.557653427E0,9.562029400E0
1.250403509E0,1.436521020E-2,1.771709323E-1,9.567230225E0,9.568881338E0
1.260308354E0,-3.830722719E-2,1.963245422E-1,9.969455719E0,9.971462185E0
1.270163147E0,-1.053448766E-1,4.788403399E-3,1.026154804E1,1.026208988E1
1.280074815E0,-2.633621991E-1,-6.703764945E-2,1.022802925E1,1.023163897E1
1.289775961E0,-3.447650373E-1,-5.267243832E-2,1.019451046E1,1.020047454E1
1.299787421E0,-1.053448766E-1,-4.788403399E-3,1.004128170E1,1.004183542E1
1.309526328E0,-8.140286058E-2,8.619125932E-2,9.658209801E0,9.658937411E0
1.319399610E0,-1.915361285E-1,1.388636976E-1,9.581595421E0,9.584515638E0
1.329264663E0,-2.681505978E-1,1.053448766E-1,9.715670586E0,9.719941215E0
1.339280498E0,-3.399766386E-1,8.140286058E-2,9.629479408E0,9.635822965E0
1.349104092E0,-3.782838583E-1,1.436521020E-2,9.658209801E0,9.665625773E0
1.358861124E0,-3.447650373E-1,1.915361360E-2,9.892841339E0,9.898865569E0
1.368743157E0,-1.675941199E-1,4.309562966E-2,9.864110947E0,9.865628707E0
1.378795710E0,-1.436520964E-1,5.267243832E-2,9.892841339E0,9.894024463E0
1.388667482E0,-2.873041928E-1,3.351882473E-2,9.806650162E0,9.810915075E0
1.398624410E0,-3.926490843E-1,4.788403213E-2,9.648633003E0,9.656737804E0
1.408551494E0,-3.303998411E-1,2.202665508E-1,9.375694275E0,9.384099560E0
1.418321182E0,-2.825157940E-1,1.819593310E-1,9.471462250E0,9.477421671E0
1.428271392E0,-1.819593310E-1,1.963245422E-1,9.653421402E0,9.657131939E0
1.438011809E0,-9.576806426E-2,2.250549644E-1,9.787496567E0,9.790552094E0
1.447928425E0,-1.388636976E-1,1.149216816E-1,9.931148529E0,9.932784163E0
1.457797124E0,-1.819593310E-1,9.097966552E-2,1.001733971E1,1.001940524E1
1.467434885E0,4.788403213E-2,-1.292868853E-1,1.000776291E1,1.000871253E1
1.477362386E0,1.388636976E-1,4.788403399E-3,9.955090523E0,9.956060133E0
1.487169314E0,-8.619125932E-2,1.149216816E-1,9.576807022E0,9.577884352E0
1.497314940E0,-2.585737705E-1,1.197100878E-1,9.758766174E0,9.762925184E0
1.507083379E0,-1.149216816E-1,-3.351882473E-2,9.859322548E0,9.860049270E0
1.516850724E0,-8.140286058E-2,-2.394201607E-2,9.844957352E0,9.845322996E0
1.526899735E0,-2.011129409E-1,-2.873042040E-2,9.787496567E0,9.789604736E0
1.536548746E0,-1.532289088E-1,-2.154781520E-1,9.768342972E0,9.771920709E0
1.546565726E0,-1.484405100E-1,-1.915361285E-1,9.706093788E0,9.709118255E0
1.556439009E0,-5.746084079E-2,3.830722719E-2,9.624691010E0,9.624938765E0
1.566357291E0,1.101332754E-1,1.340752989E-1,9.653421402E0,9.654980595E0
1.576025573E0,1.723825186E-1,2.106897533E-1,9.643844604E0,9.647685974E0
1.586101251E0,1.580173075E-1,2.633621991E-1,9.753977776E0,9.758811996E0
1.595773804E0,1.388636976E-1,1.771709323E-1,9.710882187E0,9.713490903E0
1.605752034E0,2.442085743E-1,1.484405100E-1,9.624691010E0,9.628932934E0
1.615608494E0,2.298433632E-1,2.154781520E-1,9.524134636E0,9.529344121E0
1.625480057E0,2.346317619E-1,2.442085743E-1,9.639056206E0,9.645003599E0
1.635320215E0,4.165911078E-1,1.963245422E-1,9.825803757E0,9.836590412E0
1.645336882E0,3.591302633E-1,1.484405100E-1,9.821015358E0,9.828700412E0
1.654970425E0,6.703764945E-2,1.388636976E-1,9.945513725E0,9.946709025E0
1.664834592E0,1.197100878E-1,1.005564705E-1,9.801861763E0,9.803108493E0
1.674723708E0,1.292868853E-1,1.628057212E-1,9.548076630E0,9.550339686E0
1.684770949E0,4.309562966E-2,2.059013397E-1,9.629479408E0,9.631776901E0
1.694480585E0,3.351882473E-2,2.250549644E-1,9.548076630E0,9.550787432E0
1.704334596E0,1.292868853E-1,2.442085743E-1,9.485827446E0,9.489851172E0
1.714336577E0,9.576806426E-2,2.346317619E-1,9.619902611E0,9.623240090E0
1.724206525E0,2.489969730E-1,2.873041928E-1,9.356540680E0,9.364261673E0
1.734100641E0,4.261679053E-1,3.495534360E-1,9.208099365E0,9.224581324E0
1.743803142E0,6.272808313E-1,1.388636976E-1,9.318233490E0,9.340355440E0
1.753829497E0,-9.576806426E-2,-2.154781520E-1,8.676587105E0,8.679790674E0
1.763685748E0,-8.571242094E-1,-7.182605267E-1,7.589619160E0,7.671563014E0
1.773543093E0,-1.240196466E0,-1.005564690E0,5.075707436E0,5.320907215E0
1.783282677E0,-6.847416759E-1,-3.351882473E-2,9.433154464E-1,1.166121223E0
1.793155386E0,6.703764945E-2,-1.675941199E-1,-1.063025594E0,1.078241739E0
1.803169137E0,2.873042040E-2,-1.436520964E-1,-1.628057212E-1,2.190138459E-1
1.812980180E0,0.000000000E0,-1.436520964E-1,-2.394201607E-2,1.456335982E-1
1.822910858E0,3.830722719E-2,-1.197100878E-1,-3.351882473E-2,1.300825137E-1
1.832872318E0,3.830722719E-2,-1.244984865E-1,9.576806799E-3,1.306102294E-1
1.842565391E0,2.394201607E-2,-1.436520964E-1,2.873042040E-2,1.484404998E-1
1.852508569E0,4.309562966E-2,-1.005564705E-1,-3.351882473E-2,1.144218015E-1
1.862245029E0,6.224924326E-2,-1.053448766E-1,1.436521020E-2,1.232025592E-1
1.872257113E0,2.394201607E-2,-7.182604820E-2,9.576806799E-3,7.631458944E-2
1.882018885E0,1.915361360E-2,-1.005564705E-1,4.788403399E-3,1.024763069E-1
1.892006282E0,1.436521020E-2,-1.340752989E-1,7.182604820E-2,1.527793384E-1
1.901736647E0,4.309562966E-2,-1.292868853E-1,6.703764945E-2,1.518761945E-1
1.911698471E0,4.309562966E-2,-1.197100878E-1,9.097966552E-2,1.564130364E-1
1.921641545E0,1.436521020E-2,-1.053448766E-1,2.873042040E-2,1.101332800E-1
1.931339098E0,9.576806799E-3,-1.053448766E-1,4.309562966E-2,1.142212395E-1
1.941408318E0,3.830722719E-2,-1.149216816E-1,9.576806426E-2,1.544213673E-1
1.951306131E0,2.873042040E-2,-1.053448766E-1,3.830722719E-2,1.157169985E-1
1.961160195E0,5.267243832E-2,-1.340752989E-1,1.532289088E-1,2.103085115E-1
1.971007435E0,5.746084079E-2,-1.197100878E-1,1.292868853E-1,1.853303862E-1
1.980696968E0,4.309562966E-2,-1.388636976E-1,2.537853718E-1,2.924848282E-1
1.990559417E0,4.309562966E-2,-4.309562966E-2,1.771709323E-1,1.873606304E-1
2.000618011E0,1.436521020E-2,-9.576806426E-2,1.963245422E-1,2.189091301E-1
2.010306658E0,9.576806799E-3,-7.182604820E-2,2.202665508E-1,2.318793864E-1
2.020386972E0,3.351882473E-2,-5.267243832E-2,2.489969730E-1,2.567048694E-1
2.030255202E0,4.309562966E-2,-1.149216816E-1,2.394201756E-1,2.690469228E-1
2.039905463E0,7.182604820E-2,-7.182604820E-2,2.442085743E-1,2.644915692E-1
2.049988329E0,4.309562966E-2,-1.053448766E-1,3.782838583E-1,3.950360158E-1
2.059940101E0,2.873042040E-2,-1.340752989E-1,3.687070608E-1,3.933783415E-1
2.069523539E0,-4.788403399E-3,-6.703764945E-2,3.303998411E-1,3.371661760E-1
2.079393332E0,2.394201607E-2,-1.005564705E-1,3.351882398E-1,3.507648500E-1
2.090189114E0,-1.915361360E-2,-7.182604820E-2,4.070142806E-1,4.137468631E-1
2.099332240E0,1.915361360E-2,-6.224924326E-2,4.453215301E-1,4.500589899E-1
2.109197501E0,0.000000000E0,-8.619125932E-2,4.165911078E-1,4.254140152E-1
2.118859117E0,0.000000000E0,-1.197100878E-1,4.261679053E-1,4.426619349E-1
2.128742451E0,0.000000000E0,-1.101332754E-1,5.075707436E-1,5.193817460E-1
2.138801463E0,2.873042040E-2,-8.619125932E-2,5.219359994E-1,5.297844446E-1
2.148494328E0,3.351882473E-2,-7.182604820E-2,5.458779931E-1,5.516024621E-1
2.158563600E0,0.000000000E0,-1.101332754E-1,5.506663918E-1,5.615717349E-1
2.168316101E0,6.224924326E-2,-9.576806426E-2,6.512228847E-1,6.611639251E-1
2.178110164E0,9.576806426E-2,-1.340752989E-1,1.015141487E0,1.028425956E0
2.188160790E0,9.780313873E1,-1.216206589E2,8.557355499E1,1.779884039E2
2.197964073E0,6.043444061E1,-1.276013718E2,-1.567435913E2,2.109573064E2
2.207901938E0,-1.287601662E1,-2.982217598E1,1.206821289E2,1.249773188E2
2.217780116E0,-4.797980309E0,5.915114594E1,-8.825027466E0,5.999799822E1
2.227869857E0,-2.566584110E0,1.396777248E1,-1.197100878E-1,1.420212493E1
2.237307931E0,-3.830722719E-2,-9.624691010E-1,-5.410895944E-1,1.104804129E0
2.247402203E0,1.819593310E-1,-1.699883223E0,-1.532289088E-1,1.716447281E0
2.257234495E0,1.532289088E-1,-1.537077546E0,-1.244984865E-1,1.549705248E0
2.267115850E0,1.628057212E-1,-1.522712231E0,-1.101332754E-1,1.535346078E0
2.276926372E0,2.298433632E-1,-1.489193439E0,-7.661445439E-2,1.508772629E0
2.286657467E0,1.723825186E-1,-1.522712231E0,-3.830722719E-2,1.532917387E0
2.296528874E0,1.963245422E-1,-1.493981838E0,-8.140286058E-2,1.509023355E0
2.306450750E0,2.489969730E-1,-1.517923832E0,2.394201607E-2,1.538397046E0
2.316464032E0,2.011129409E-1,-1.446097851E0,-9.576806799E-3,1.460046960E0
2.326289763E0,2.585737705E-1,-1.484405041E0,-4.309562966E-2,1.507373860E0
2.336147003E0,2.011129409E-1,-1.455674648E0,4.309562966E-2,1.470133440E0
2.346046744E0,2.059013397E-1,-1.460463047E0,1.436521020E-2,1.474975943E0
2.355879870E0,1.963245422E-1,-1.431732655E0,-5.746084079E-2,1.446272266E0
2.365622579E0,2.489969730E-1,-1.412579060E0,-7.182604820E-2,1.436153917E0
2.375502684E0,3.256114423E-1,-1.412579060E0,1.292868853E-1,1.455375384E0
2.385562216E0,4.539406300E0,-4.429273129E0,4.319139957E0,7.673306978E0
2.395228988E0,1.378102493E1,-1.053448772E1,1.010831928E1,2.007660824E1
2.405084354E0,9.232041359E0,-1.895250130E1,-1.436520964E-1,2.108194794E1
2.415036073E0,9.821015358E0,-2.519657898E1,-4.740519226E-1,2.704708229E1
2.425010606E0,1.346977901E1,-2.664746475E1,3.773261786E0,3.009584405E1
2.434692325E0,9.548076630E0,-2.028367615E1,2.724601507E0,2.258355018E1
2.444826233E0,5.621585369E0,-1.193270111E1,1.326387763E0,1.325710686E1
2.454808109E0,2.896984100E0,-6.550535679E0,1.000776291E0,7.232121939E0
2.464323891E0,1.225831270E0,-3.715801001E0,6.368576288E-1,3.964268787E0
2.474194829E0,4.979939461E-1,-2.384624958E0,4.309563041E-1,2.473895207E0
2.484080924E0,4.884171486E-1,-1.982398987E0,3.303998411E-1,2.068241066E0
2.494125092E0,6.991068721E-1,-2.126051188E0,4.357447028E-1,2.280069630E0
2.503994572E0,1.383848548E0,-3.131615877E0,8.140285611E-1,3.519189865E0
2.513680927E0,2.446874142E0,-4.845864296E0,1.326387763E0,5.588282235E0
2.523740772E0,3.433285236E0,-6.746860504E0,1.977610588E0,7.824226340E0
2.533504158E0,4.314351559E0,-8.298302650E0,2.719813108E0,9.740268969E0
2.543525670E0,4.405331135E0,-8.614337921E0,3.366247654E0,1.024428541E1
2.553143848E0,3.055001259E0,-6.876147270E0,3.327940464E0,8.227370279E0
2.563021349E0,1.168370485E0,-4.170699596E0,2.853888512E0,5.186955210E0
2.573092495E0,-2.968810201E-1,-2.001552582E0,2.600103140E0,3.294675616E0
2.582758226E0,-1.039083481E0,-5.650315881E-1,2.695871115E0,2.943921915E0
2.592803070E0,-1.268926859E0,3.399766386E-1,3.572149038E0,3.806048901E0
2.602712030E0,-1.584961534E0,7.948749661E-1,8.508993149E0,8.691771608E0
2.612595676E0,-1.766920805E0,1.019929886E0,2.595793533E1,2.603798519E1
2.622242709E0,-2.580949545E0,-2.169146776E0,2.812708092E1,2.832841646E1
2.632123595E0,-2.437297344E0,-6.914454460E0,1.906263351E1,2.042386093E1
2.641984325E0,-1.541865945E0,7.594407558E0,5.731719017E0,9.638722926E0
2.651842543E0,-1.580173135E0,3.452438736E1,5.607220173E0,3.501244333E1
2.661744848E0,3.639186621E-1,4.989516258E0,2.434903145E1,2.485765560E1
2.671638964E0,-7.374141216E-1,-4.448426723E0,1.773624611E1,1.830045644E1
2.681455631E0,-1.082179189E0,-1.608903527E0,1.194706631E1,1.210339108E1
2.691421361E0,-4.932055473E-1,-4.788403399E-3,9.806650162E0,9.819045882E0
2.701312977E0,9.528923035E-1,8.236053586E-1,8.130708694E0,8.227682140E0
2.711248863E0,1.771709204E0,-9.624691010E-1,4.620809078E0,5.041545082E0
2.721044177E0,1.029506683E0,-1.283292055E0,2.082955360E0,2.654322050E0
2.730820324E0,7.517793179E-1,-9.289502501E-1,1.302445769E0,1.767621479E0
2.740827720E0,9.672574997E-1,-1.096544385E0,1.762132406E0,2.289783238E0
2.750692253E0,1.513135433E0,-1.728613615E0,3.792415380E0,4.433970939E0
2.760632045E0,1.891419291E0,-2.212242365E0,6.900089264E0,7.488839367E0
2.770407203E0,1.953668594E0,-2.303221941E0,1.107557678E1,1.147998490E1
2.780165797E0,1.388636947E0,-2.006340981E0,1.335964584E1,1.358064261E1
2.790019809E0,6.416460276E-1,-1.134851575E0,1.288080502E1,1.294661097E1
2.800025539E0,2.217030764E0,1.991975784E0,5.669469833E0,6.405160507E0
2.809894290E0,1.268926859E0,9.686940193E0,2.286462593E1,2.486439431E1
2.819829760E0,-3.787626982E0,2.987963676E0,2.438733864E1,2.485993425E1
2.829526479E0,-2.815581083E0,1.819593310E-1,6.612784863E0,7.189543078E0
2.839498772E0,-3.926490843E-1,4.309562966E-2,7.326257229E-1,8.323286530E-1
2.849260388E0,-1.101332754E-1,2.873042040E-2,1.268926859E0,1.274021251E0
2.859242159E0,4.788403213E-2,1.723825186E-1,4.185064793E0,4.188887195E0
2.869129764E0,6.703764945E-2,7.086837292E-1,1.108515358E1,1.110798616E1
2.879011901E0,-2.202665508E-1,8.810662031E-1,1.731965446E1,1.734344907E1
2.888892110E0,3.169923067E0,-1.651999116E0,8.992621422E0,9.677021927E0
2.898603674E0,4.295197964E0,7.086837292E-1,5.037400246E0,6.657804399E0
2.908624352E0,1.450886250E0,3.074155092E0,1.469082165E1,1.507898342E1
2.918543259E0,-3.155557871E0,1.455674648E0,1.676420021E1,1.712059996E1
2.928255916E0,-2.887407303E0,1.144428372E0,9.548076630E0,1.004054802E1
2.938230709E0,-9.768342972E-1,1.551442742E0,4.587290287E0,4.940082186E0
2.947967168E0,-1.675941199E-1,1.364694953E0,3.078943491E0,3.371998387E0
2.957978367E0,1.197100878E-1,1.407790542E0,4.108449936E0,4.344601891E0
2.967702899E0,1.915361360E-2,1.805228114E0,9.457097054E0,9.627871005E0
2.977721390E0,8.140286058E-2,1.264138460E0,1.721909904E1,1.726563188E1
2.987441287E0,1.053448796E0,4.501099288E-1,1.681687355E1,1.685584733E1
2.997478111E0,1.613691926E0,4.213795066E-1,9.706093788E0,9.848340923E0
3.007317851E0,7.805097699E-1,7.996633649E-1,5.200206280E0,5.318909884E0
3.017188165E0,6.703764945E-2,8.858546019E-1,5.018246651E0,5.096276275E0
3.027040822E0,1.436520964E-1,8.092401624E-1,8.925583839E0,8.963344936E0
3.036796969E0,-2.920926213E-1,1.316810966E0,1.289038181E1,1.296075818E1
3.046665563E0,-5.171475410E-1,1.431732655E0,1.272757626E1,1.281828761E1
3.056545044E0,-8.140286058E-2,1.192312479E0,9.466673851E0,9.541810587E0
3.066624107E0,8.140286058E-2,9.816226959E-1,7.589619160E0,7.653269140E0
3.076470150E0,2.394201756E-1,9.624691010E-1,7.943961143E0,8.005634731E0
3.086418328E0,5.793967843E-1,9.816226959E-1,9.691728592E0,9.758528929E0
3.096028641E0,6.991068721E-1,1.024718285E0,1.110909557E1,1.117813949E1
3.106085309E0,4.022258818E-1,1.063025594E0,1.086009884E1,1.091941188E1
3.115969737E0,2.873042040E-2,9.337386489E-1,9.509769440E0,9.555543318E0
3.125948175E0,-4.788403213E-2,9.864110947E-1,8.446743965E0,8.504280295E0
3.135692135E0,-6.224924326E-2,1.019929886E0,8.681375504E0,8.741304970E0
3.145469167E0,-5.746084079E-2,1.072602391E0,9.653421402E0,9.712997601E0
3.155464585E0,2.154781520E-1,1.053448796E0,1.034295177E1,1.039869399E1
3.165109794E0,1.436520964E-1,8.092401624E-1,1.001255131E1,1.004622761E1
