"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.802547680E-1,1.472434044E0,1.074996591E0,2.861070931E-1,1.845409698E0
7.900810380E-1,9.935936928E-1,8.511387110E-1,-2.513911761E-2,1.308547862E0
8.001784610E-1,7.637503147E-1,7.529764175E-1,-1.328781992E-1,1.080714877E0
8.102963840E-1,6.308721304E-1,7.146692276E-1,-1.640028208E-1,9.672893440E-1
8.200728840E-1,5.590460896E-1,7.050924301E-1,-1.400607973E-1,9.106617881E-1
8.302614990E-1,5.195417404E-1,6.943184733E-1,-9.337386489E-2,8.721928921E-1
8.402129990E-1,5.063736439E-1,7.062895298E-1,-6.344634295E-2,8.713693852E-1
8.502122300E-1,4.967968464E-1,7.098808289E-1,-5.147533491E-2,8.679790365E-1
8.602085760E-1,4.896142483E-1,7.290344238E-1,-3.232172132E-2,8.787821100E-1
8.702262680E-1,4.776432514E-1,7.350199223E-1,-1.556231081E-2,8.767209061E-1
8.800429990E-1,4.680664241E-1,7.422025204E-1,-2.394201607E-2,8.777949526E-1
8.902551140E-1,4.572925270E-1,7.362170219E-1,-1.292868853E-1,8.762688271E-1
9.000449220E-1,-6.105214357E-2,5.770025849E-1,-5.024232388E0,5.057624979E0
9.100495760E-1,-2.402581453E0,-2.656366825E0,-1.963245392E1,1.995650093E1
9.203369220E-1,-2.160767078E0,-7.914033890E0,-2.024656677E1,2.184546435E1
9.300188450E-1,-3.100491166E-1,-7.041347027E0,-1.313099957E1,1.490301473E1
9.401342300E-1,1.738190413E0,-2.391807556E0,-6.624756336E0,7.254615483E0
9.503674220E-1,5.736507416E0,2.401384354E0,-1.054645896E0,6.307649492E0
9.602467680E-1,1.370321369E1,5.157110691E0,1.148498535E1,1.860856643E1
9.702314610E-1,1.858379364E1,7.629123688E0,2.532227516E1,3.232303410E1
9.802598840E-1,1.895250130E1,1.303044319E1,3.224031830E1,3.960338217E1
9.899821530E-1,1.475666237E1,9.155426979E0,2.049077606E1,2.685987400E1
1.000161191E0,8.447940826E0,3.630806923E0,9.204508781E0,1.301051287E1
1.010069114E0,3.439270735E0,-2.645592988E-1,3.268085241E0,4.751731890E0
1.020075807E0,2.885012925E-1,-2.303221941E0,-3.339911401E-1,2.345125665E0
1.030063384E0,-9.600749016E-1,-2.730587006E0,-1.772906303E0,3.394266633E0
1.040045230E0,-1.549048543E0,-2.159569979E0,-1.789665818E0,3.204090764E0
1.050283999E0,-1.906981707E0,-1.235408068E0,-1.362300754E0,2.649278329E0
1.060171537E0,-2.225410461E0,-4.932055473E-1,-7.290344238E-1,2.393155788E0
1.070069999E0,-2.255337954E0,-1.975216419E-1,4.860229492E-1,2.315552286E0
1.080185807E0,-1.533486247E0,-3.627215624E-1,4.453215122E0,4.723798464E0
1.090148153E0,4.082113802E-1,-4.525041282E-1,1.388517284E1,1.389854026E1
1.100100537E0,2.869450808E0,6.931213737E-1,2.231276321E1,2.250718924E1
1.110233422E0,3.713406801E0,1.716642618E0,2.174892807E1,2.213034397E1
1.120064499E0,2.269703150E0,1.053448796E0,1.648168373E1,1.667054904E1
1.130103537E0,8.571242094E-1,3.387795389E-1,1.144548130E1,1.148252915E1
1.140020460E0,-1.316810958E-2,4.668693244E-2,7.644686222E0,7.644840123E0
1.150067076E0,-8.487445116E-1,-1.831564307E-1,5.224148273E0,5.295813319E0
1.159991537E0,-1.379060149E0,-5.626373887E-1,4.548983097E0,4.786607874E0
1.170081153E0,-8.762778044E-1,-8.224082589E-1,5.686229229E0,5.811834562E0
1.179965499E0,-1.424549967E-1,-8.080430627E-1,8.292317390E0,8.332811934E0
1.190090537E0,3.280056417E-1,-4.860229492E-1,1.130542088E1,1.132061602E1
1.200154807E0,5.482721925E-1,8.379706182E-3,1.302565479E1,1.303719124E1
1.209998345E0,5.351040959E-1,2.777273953E-1,1.247738171E1,1.249193833E1
1.220043153E0,3.004723191E-1,2.430114746E-1,1.056920338E1,1.057626580E1
1.230061614E0,-2.035071515E-2,1.280897856E-1,8.698134422E0,8.699101308E0
1.239925691E0,-1.855506301E-1,8.379705995E-2,7.674613476E0,7.677313527E0
1.250057730E0,-1.209071875E-1,3.471592441E-2,7.926004887E0,7.927003041E0
1.260115383E0,5.267243832E-2,1.556231081E-2,9.053673744E0,9.053840336E0
1.270089691E0,2.310404629E-1,2.633621916E-2,1.021486187E1,1.021750832E1
1.280125114E0,2.070984542E-1,-2.633621916E-2,1.080742645E1,1.080944263E1
1.290056114E0,-5.027823523E-2,-1.687912196E-1,1.059673691E1,1.059820039E1
1.300276230E0,-3.076549172E-1,-3.028665185E-1,9.791088104E0,9.800601305E0
1.310786076E0,-3.100491166E-1,-3.220201433E-1,8.877699852E0,8.888947187E0
1.320106037E0,-1.017535701E-1,-2.406172752E-1,8.409633636E0,8.413690532E0
1.330082922E0,1.867477298E-1,-7.182604820E-2,8.641871452E0,8.644187405E0
1.340231614E0,3.651157618E-1,1.233013868E-1,9.418789864E0,9.426670422E0
1.350209806E0,3.567360640E-1,2.346317619E-1,1.017655468E1,1.018550823E1
1.360308537E0,2.406172752E-1,2.178723514E-1,1.041118622E1,1.041624517E1
1.370085191E0,7.182604820E-2,7.422025502E-2,1.015380955E1,1.015433484E1
1.380013691E0,-4.668693244E-2,-1.005564705E-1,9.758766174E0,9.759395910E0
1.390159422E0,-7.781155407E-2,-2.202665508E-1,9.558850288E0,9.561704389E0
1.400034729E0,-1.077390742E-2,-2.765302956E-1,9.563638687E0,9.567641821E0
1.410418114E0,1.077390760E-1,-1.939303428E-1,9.527725220E0,9.530307684E0
1.420114460E0,1.759738177E-1,-9.217676520E-2,9.376891136E0,9.378995187E0
1.430076691E0,5.351040959E-1,-9.217676520E-2,9.131484985E0,9.147614497E0
1.440399729E0,4.716577232E-1,-9.217676520E-2,9.270348549E0,9.282796981E0
1.450064037E0,1.508347094E-1,7.781155407E-2,9.618705750E0,9.620203015E0
1.460121345E0,-7.182605099E-3,1.376665980E-1,9.895236015E0,9.896196213E0
1.470259499E0,-1.233013868E-1,5.386953801E-2,9.999382973E0,1.000028825E1
1.480127576E0,-1.867477298E-1,-1.197100803E-2,9.878476143E0,9.880248424E0
1.490115076E0,-8.379705995E-2,-3.711012751E-2,9.582792282E0,9.583230511E0
1.500097537E0,-9.576806799E-3,-8.379705995E-2,9.374496460E0,9.374875868E0
1.510086306E0,2.154781483E-2,-6.224924326E-2,9.330204010E0,9.330436546E0
1.520324383E0,1.556231081E-2,2.035071515E-2,9.457097054E0,9.457131754E0
1.530290191E0,-4.070143029E-2,-2.394201607E-2,9.689333916E0,9.689448981E0
1.539989152E0,1.556231081E-2,-9.935937077E-2,9.781511307E0,9.782028313E0
1.550156152E0,8.140286058E-2,-1.388636976E-1,9.655815125E0,9.657156687E0
1.560057229E0,1.053448766E-1,-1.328781992E-1,9.471462250E0,9.472980065E0
1.570070191E0,7.541735470E-2,-7.422025502E-2,9.344569206E0,9.345168274E0
1.580144576E0,1.077390742E-2,-7.182605099E-3,9.354146004E0,9.354154966E0
1.590096076E0,-7.541735470E-2,2.394201700E-3,9.448717117E0,9.449018397E0
1.600099806E0,-1.041477770E-1,-1.795651205E-2,9.616311073E0,9.616891798E0
1.610008422E0,-1.580173075E-1,-5.626374111E-2,9.765948296E0,9.767388658E0
1.620281075E0,-1.496376097E-1,-7.781155407E-2,9.752780914E0,9.754239161E0
1.630132075E0,-5.267243832E-2,-7.302315533E-2,9.548076630E0,9.548501144E0
1.640140537E0,4.548983276E-2,-6.105214357E-2,9.354146004E0,9.354455845E0
1.650274075E0,9.097966552E-2,-1.556231081E-2,9.327810287E0,9.328266948E0
1.660114422E0,6.823474914E-2,3.830722719E-2,9.489418030E0,9.489740669E0
1.670206152E0,-1.077390742E-2,2.992752194E-2,9.673771858E0,9.673824151E0
1.680275960E0,-5.626374111E-2,-2.753331885E-2,9.662998199E0,9.663201224E0
1.690070191E0,1.077390742E-2,-1.316810995E-1,9.524134636E0,9.525051000E0
1.700308037E0,-3.950432688E-2,-1.280897856E-1,9.381679535E0,9.382637075E0
1.710365575E0,-7.062894851E-2,-1.340752989E-1,9.526528358E0,9.527733581E0
1.720235422E0,7.781155407E-2,3.124433160E-1,1.048780060E1,1.049274210E1
1.730303191E0,-5.865794048E-2,2.669534981E-1,1.009634876E1,1.010004769E1
1.740206075E0,-2.394201607E-2,-2.430114746E-1,9.099164009E0,9.102439973E0
1.750056998E0,-1.795651317E-1,-6.141127348E-1,8.562862396E0,8.586733401E0
1.760111575E0,-2.837128937E-1,-5.147533417E-1,8.664615631E0,8.684528084E0
1.770100729E0,-2.956839204E-1,-3.375824392E-1,8.795100212E0,8.806541808E0
1.780049306E0,-2.932897210E-1,-2.920926213E-1,9.099164009E0,9.108574127E0
1.790077998E0,-1.460463107E-1,-8.379706182E-3,9.773131371E0,9.774226135E0
